url,page_type,http_status,in_sitemap,indexable,canonical_path,canonical_host,self_canonical,title,title_len,meta_description,meta_desc_len,h1,h1_count,h2_count,word_count,html_bytes,schema_types,images,images_no_alt,main_elements,internal_links_in,internal_links_in_editorial,internal_links_out,ranking_keywords,best_position,ranking_volume,observed_hosts,top_keyword,search_intent__editorial,conversion_goal__editorial,disposition__editorial,disposition_reason
/guides/best-outdoor-water-toys-toddlers,buying guide,200,yes,yes,/guides/best-outdoor-water-toys-toddlers,safenesttoys.com,yes,Best Outdoor & Water Toys for Toddlers | SafeNest Toys,54,"Buying guide for ages 1–6 years. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",146,Best Outdoor & Water Toys for Toddlers,1,4,487,125854,BreadcrumbList|ListItem,12,0,1,54,54,31,0,,0,,,commercial investigation,affiliate click + email,keep,"healthy, no ranking signal yet"
/guides/best-sensory-toys-babies,buying guide,200,yes,yes,/guides/best-sensory-toys-babies,safenesttoys.com,yes,Best Sensory Toys for Babies (0–12 Months) | SafeNest Toys,58,"Buying guide for ages Birth–12 months. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",152,Best Sensory Toys for Babies (0–12 Months),1,4,495,125901,BreadcrumbList|ListItem,12,0,1,56,56,31,18,40,7070,www,sensory toys for babies,commercial investigation,affiliate click + email,improve,"ranks 18 kw, best position 40"
/guides/best-toys-1-2-years,buying guide,200,yes,yes,/guides/best-toys-1-2-years,safenesttoys.com,yes,Best Toys for 1–2 Year Olds | SafeNest Toys,43,"Buying guide for ages 1–2 years. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",146,Best Toys for 1–2 Year Olds,1,6,716,144344,BreadcrumbList|ListItem,14,0,1,29,29,32,0,,0,,,commercial investigation,affiliate click + email,keep,"healthy, no ranking signal yet"
/guides/best-toys-6-12-months,buying guide,200,yes,yes,/guides/best-toys-6-12-months,safenesttoys.com,yes,Best Toys for 6–12 Month Olds | SafeNest Toys,45,"Buying guide for ages 6–12 months. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",148,Best Toys for 6–12 Month Olds,1,4,477,124266,BreadcrumbList|ListItem,12,0,1,40,40,31,0,,0,,,commercial investigation,affiliate click + email,keep,"healthy, no ranking signal yet"
/guides/best-travel-on-the-go-toys,buying guide,200,yes,yes,/guides/best-travel-on-the-go-toys,safenesttoys.com,yes,Best Travel & On-the-Go Toys for Babies and Toddlers | SafeNest Toys,68,"Buying guide for ages Birth–24 months. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",152,Best Travel & On-the-Go Toys for Babies and Toddlers,1,6,728,145385,BreadcrumbList|ListItem,14,0,1,24,24,33,0,,0,,,commercial investigation,affiliate click + email,keep,"healthy, no ranking signal yet"
/guides/best-wooden-nontoxic-toys,buying guide,200,yes,yes,/guides/best-wooden-nontoxic-toys,safenesttoys.com,yes,Best Wooden & Non-Toxic Toys for Babies and Toddlers | SafeNest Toys,68,"Buying guide for ages Birth–8 years. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",150,Best Wooden & Non-Toxic Toys for Babies and Toddlers,1,6,688,143293,BreadcrumbList|ListItem,14,0,1,23,23,33,1,78,50,apex,non toxic wood toys,commercial investigation,affiliate click + email,improve,"ranks 1 kw, best position 78"
/guides/homeschool-math-literacy-materials,buying guide,200,yes,yes,/guides/homeschool-math-literacy-materials,safenesttoys.com,yes,"Homeschool Math and Literacy Materials, Compared | SafeNest Toys",64,"Buying guide for ages 3–10 years. Parent-researched toy comparisons from SafeNest Toys, based on publicly available product and recall information.",147,"Homeschool Math and Literacy Materials, Compared",1,8,939,149554,BreadcrumbList|ListItem,14,0,1,14,14,33,0,,0,,,commercial investigation,affiliate click + email,keep,"healthy, no ranking signal yet"
/llms.txt,machine-readable map,200,no,yes,,,no,,0,,0,,0,0,1206,11203,,0,0,0,0,0,0,0,,0,,,n/a,AI citation,review,indexable but absent from the sitemap
/privacy,legal,200,yes,yes,/privacy,safenesttoys.com,yes,Privacy — What SafeNest Toys Collects | SafeNest Toys,53,"Exactly what data SafeNest Toys collects, why, who receives it, and how to opt out. Written from the code that runs the site.",125,What SafeNest Toys collects,1,8,802,62043,,0,0,1,231,chrome,18,0,,0,,,navigational,none,keep,"healthy, no ranking signal yet"
/recalls,recalls,200,yes,yes,/recalls,safenesttoys.com,yes,Toy Recall Alerts from the CPSC | SafeNest Toys,47,"Current children's product recalls republished from the U.S. CPSC public database, with hazard, remedy, affected models, and a link to each official notice.",156,Toy & Children's Product Recalls,1,26,4389,192284,BreadcrumbList|ListItem,0,0,1,231,chrome,18,0,,0,,,informational,trust + email,keep,"healthy, no ranking signal yet"
/reviews,review index,200,yes,yes,/reviews,safenesttoys.com,yes,All Toy Safety Reviews | SafeNest Toys,38,"Browse every toy with a SafeNest editorial safety assessment — material information, choking-risk research, recall checks, and developmental value, researched by parents.",170,All Toy Safety Reviews,1,138,2448,1105338,BreadcrumbList|ListItem,138,0,1,231,chrome,156,0,,0,,,commercial investigation,discovery -> review,keep,"healthy, no ranking signal yet"
/reviews/b-toys-bristle-blocks,review,200,yes,yes,/reviews/b-toys-bristle-blocks,safenesttoys.com,yes,B. toys Bristle Blocks Basic Set — Safety 87/100,48,"Is B. toys Bristle Blocks Basic Set safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages 2–6 years.",133,B. toys Bristle Blocks Basic Set,1,11,979,118377,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,13,13,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/b-toys-one-two-squeeze-blocks,review,200,yes,yes,/reviews/b-toys-one-two-squeeze-blocks,safenesttoys.com,yes,B. toys One Two Squeeze Soft Blocks — Safety 90/100,51,"Is B. toys One Two Squeeze Soft Blocks safe? We score it 90/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",143,B. toys One Two Squeeze Soft Blocks,1,11,998,118279,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,19,19,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/baby-banana-infant-teething-toothbrush,review,200,yes,yes,/reviews/baby-banana-infant-teething-toothbrush,safenesttoys.com,yes,Baby Banana Infant Teething Toothbrush — Safety 89/100,54,"Is Baby Banana Infant Teething Toothbrush safe? We score it 89/100 on materials, choking risk, recalls, and certifications. Ages 3–12 months.",141,Baby Banana Infant Teething Toothbrush,1,11,977,118697,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,16,16,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/baby-einstein-take-along-tunes,review,200,yes,yes,/reviews/baby-einstein-take-along-tunes,safenesttoys.com,yes,Baby Einstein Take Along Tunes Musical Toy — Safety 87/100,58,"Is Baby Einstein Take Along Tunes Musical Toy safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages 3 months–2 years.",150,Baby Einstein Take Along Tunes Musical Toy,1,11,971,117985,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,22,22,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/bright-starts-everything-nice-rattle-and-teether-set,review,200,yes,yes,/reviews/bright-starts-everything-nice-rattle-and-teether-set,safenesttoys.com,yes,Bright Starts Everything Nice Rattle & Teether Set — Safety 88/100,66,"Is Bright Starts Everything Nice Rattle & Teether Set safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages Birth–18 months.",157,Bright Starts Everything Nice Rattle & Teether Set,1,10,948,116961,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,19,19,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/bright-starts-giggle-and-rattle-gift-set,review,200,yes,yes,/reviews/bright-starts-giggle-and-rattle-gift-set,safenesttoys.com,yes,Bright Starts Giggle & Rattle Gift Set — Safety 88/100,54,"Is Bright Starts Giggle & Rattle Gift Set safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages 3–18 months.",141,Bright Starts Giggle & Rattle Gift Set,1,10,959,116533,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,19,19,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/bright-starts-oball-bundle-rattle,review,200,yes,yes,/reviews/bright-starts-oball-bundle-rattle,safenesttoys.com,yes,Bright Starts Oball Bundle Rattle — Safety 89/100,49,"Is Bright Starts Oball Bundle Rattle safe? We score it 89/100 on materials, choking risk, recalls, and certifications. Ages 3–18 months.",136,Bright Starts Oball Bundle Rattle,1,10,930,115593,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,21,21,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/bright-starts-oball-shaker-toy,review,200,yes,yes,/reviews/bright-starts-oball-shaker-toy,safenesttoys.com,yes,Bright Starts Oball Shaker Toy — Safety 89/100,46,"Is Bright Starts Oball Shaker Toy safe? We score it 89/100 on materials, choking risk, recalls, and certifications. Ages 3–18 months.",133,Bright Starts Oball Shaker Toy,1,10,945,115744,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,19,19,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/crayola-my-first-tripod-crayons,review,200,yes,yes,/reviews/crayola-my-first-tripod-crayons,safenesttoys.com,yes,Crayola My First Washable Tripod Crayons — Safety 87/100,56,"Is Crayola My First Washable Tripod Crayons safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages 2–5 years.",141,Crayola My First Washable Tripod Crayons,1,11,975,117810,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,12,12,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/crayola-washable-finger-paints,review,200,yes,yes,/reviews/crayola-washable-finger-paints,safenesttoys.com,yes,Crayola Washable Finger Paints (6 Count) — Safety 87/100,56,"Is Crayola Washable Finger Paints (6 Count) safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages 2–6 years.",141,Crayola Washable Finger Paints (6 Count),1,11,982,118179,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,13,13,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/disney-baby-winnie-the-pooh-jingle-and-shake-rattle,review,200,yes,yes,/reviews/disney-baby-winnie-the-pooh-jingle-and-shake-rattle,safenesttoys.com,yes,Disney Baby Winnie the Pooh Jingle & Shake Rattle — Safety 88/100,65,"Is Disney Baby Winnie the Pooh Jingle & Shake Rattle safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages 3–18 months.",152,Disney Baby Winnie the Pooh Jingle & Shake Rattle,1,10,957,116906,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,19,19,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/edushape-sensory-ball-set,review,200,yes,yes,/reviews/edushape-sensory-ball-set,safenesttoys.com,yes,Edushape Sensory Ball Mega Pack — Safety 89/100,47,"Is Edushape Sensory Ball Mega Pack safe? We score it 89/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",139,Edushape Sensory Ball Mega Pack,1,11,989,118490,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,22,22,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fat-brain-dimpl,review,200,yes,yes,/reviews/fat-brain-dimpl,safenesttoys.com,yes,Fat Brain Toys Dimpl Baby Toy — Safety 93/100,45,"Is Fat Brain Toys Dimpl Baby Toy safe? We score it 93/100 on materials, choking risk, recalls, and certifications. Ages 10 months–2 years.",138,Fat Brain Toys Dimpl Baby Toy,1,11,963,116978,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,21,21,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fat-brain-toys-dimpl-digits,review,200,yes,yes,/reviews/fat-brain-toys-dimpl-digits,safenesttoys.com,yes,Fat Brain Toys Dimpl Digits — Safety 91/100 | SafeNest Toys,59,"Is Fat Brain Toys Dimpl Digits safe? We score it 91/100 on materials, choking risk, recalls, and certifications. Ages 1–3 years.",128,Fat Brain Toys Dimpl Digits,1,11,983,118462,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,26,26,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fat-brain-toys-innybin,review,200,yes,yes,/reviews/fat-brain-toys-innybin,safenesttoys.com,yes,Fat Brain Toys InnyBin Shape Sorter — Safety 91/100,51,"Is Fat Brain Toys InnyBin Shape Sorter safe? We score it 91/100 on materials, choking risk, recalls, and certifications. Ages 10 months–2 years.",144,Fat Brain Toys InnyBin Shape Sorter,1,11,979,117071,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,17,17,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fat-brain-toys-pipsquigz-loops,review,200,yes,yes,/reviews/fat-brain-toys-pipsquigz-loops,safenesttoys.com,yes,Fat Brain Toys PipSquigz Loops — Safety 90/100,46,"Is Fat Brain Toys PipSquigz Loops safe? We score it 90/100 on materials, choking risk, recalls, and certifications. Ages 3–18 months.",133,Fat Brain Toys PipSquigz Loops,1,11,986,118518,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,26,26,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fisher-price-giant-rock-a-stack,review,200,yes,yes,/reviews/fisher-price-giant-rock-a-stack,safenesttoys.com,yes,Fisher-Price Giant Rock-a-Stack — Safety 88/100,47,"Is Fisher-Price Giant Rock-a-Stack safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",139,Fisher-Price Giant Rock-a-Stack,1,10,949,115976,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,26,26,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fisher-price-laugh-learn-smart-stages-chair,review,200,yes,yes,/reviews/fisher-price-laugh-learn-smart-stages-chair,safenesttoys.com,yes,Fisher-Price Laugh & Learn Smart Stages Chair — Safety 85/100,61,"Is Fisher-Price Laugh & Learn Smart Stages Chair safe? We score it 85/100 on materials, choking risk, recalls, and certifications. Ages 1–3 years.",146,Fisher-Price Laugh & Learn Smart Stages Chair,1,11,970,118698,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,22,22,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fisher-price-sensory-rock-a-stack,review,200,yes,yes,/reviews/fisher-price-sensory-rock-a-stack,safenesttoys.com,yes,Fisher-Price Sensory Rock-a-Stack — Safety 88/100,49,"Is Fisher-Price Sensory Rock-a-Stack safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",141,Fisher-Price Sensory Rock-a-Stack,1,10,943,116246,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,27,27,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fisher-price-shape-sorter,review,200,yes,yes,/reviews/fisher-price-shape-sorter,safenesttoys.com,yes,Fisher-Price Baby's First Blocks Shape Sorter — Safety 87/100,61,"Is Fisher-Price Baby's First Blocks Shape Sorter safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",153,Fisher-Price Baby's First Blocks Shape Sorter,1,11,994,118666,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,29,29,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/fisher-price-stroll-along-walker,review,200,yes,yes,/reviews/fisher-price-stroll-along-walker,safenesttoys.com,yes,Fisher-Price Stroll-Along Walker — Safety 85/100,48,"Is Fisher-Price Stroll-Along Walker safe? We score it 85/100 on materials, choking risk, recalls, and certifications. Ages 9 months–3 years.",140,Fisher-Price Stroll-Along Walker,1,10,977,117512,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,25,25,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/green-toys-bubbling-submarine,review,200,yes,yes,/reviews/green-toys-bubbling-submarine,safenesttoys.com,yes,Green Toys Bubbling Submarine — Safety 94/100,45,"Is Green Toys Bubbling Submarine safe? We score it 94/100 on materials, choking risk, recalls, and certifications. Ages 18 months–5 years.",138,Green Toys Bubbling Submarine,1,10,959,117174,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,28,28,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/green-toys-dump-truck,review,200,yes,yes,/reviews/green-toys-dump-truck,safenesttoys.com,yes,Green Toys Dump Truck — Safety 94/100 | SafeNest Toys,53,"Is Green Toys Dump Truck safe? We score it 94/100 on materials, choking risk, recalls, and certifications. Ages 1–6 years.",122,Green Toys Dump Truck,1,11,992,118705,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,31,31,29,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/green-toys-my-first-submarine,review,200,yes,yes,/reviews/green-toys-my-first-submarine,safenesttoys.com,yes,Green Toys My First Submarine — Safety 94/100,45,"Is Green Toys My First Submarine safe? We score it 94/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",137,Green Toys My First Submarine,1,10,979,117546,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,31,31,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/green-toys-rescue-boat-and-helicopter,review,200,yes,yes,/reviews/green-toys-rescue-boat-and-helicopter,safenesttoys.com,yes,Green Toys Rescue Boat & Helicopter — Safety 94/100,51,"Is Green Toys Rescue Boat & Helicopter safe? We score it 94/100 on materials, choking risk, recalls, and certifications. Ages 1–6 years.",136,Green Toys Rescue Boat & Helicopter,1,10,973,117833,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,31,31,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/green-toys-stacking-cups,review,200,yes,yes,/reviews/green-toys-stacking-cups,safenesttoys.com,yes,Green Toys Stacking Cups — Safety 95/100 | SafeNest Toys,56,"Is Green Toys Stacking Cups safe? We score it 95/100 on materials, choking risk, recalls, and certifications. Ages 6 months–3 years.",132,Green Toys Stacking Cups,1,11,1004,118527,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,34,34,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/grimms-large-rainbow-stacker,review,200,yes,yes,/reviews/grimms-large-rainbow-stacker,safenesttoys.com,yes,Grimm's Large Rainbow Stacker — Safety 94/100,45,"Is Grimm's Large Rainbow Stacker safe? We score it 94/100 on materials, choking risk, recalls, and certifications. Ages 1–8 years.",130,Grimm's Large Rainbow Stacker,1,11,981,118096,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,32,32,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-double-rainbow-stacker,review,200,yes,yes,/reviews/hape-double-rainbow-stacker,safenesttoys.com,yes,Hape Double Rainbow Stacker — Safety 92/100 | SafeNest Toys,59,"Is Hape Double Rainbow Stacker safe? We score it 92/100 on materials, choking risk, recalls, and certifications. Ages 1–4 years.",128,Hape Double Rainbow Stacker,1,10,956,116460,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,30,30,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-fantasia-blocks-train,review,200,yes,yes,/reviews/hape-fantasia-blocks-train,safenesttoys.com,yes,Hape Fantasia Blocks Wooden Sorting & Stacking Train — Safety 92/100,68,"Is Hape Fantasia Blocks Wooden Sorting & Stacking Train safe? We score it 92/100 on materials, choking risk, recalls, and certifications. Ages 18 months–6 years.",161,Hape Fantasia Blocks Wooden Sorting & Stacking Train,1,11,1004,119558,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,25,25,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-fruity-numbers-peg-puzzle,review,200,yes,yes,/reviews/hape-fruity-numbers-peg-puzzle,safenesttoys.com,yes,Hape Fruity Numbers Peg Puzzle — Safety 90/100,46,"Is Hape Fruity Numbers Peg Puzzle safe? We score it 90/100 on materials, choking risk, recalls, and certifications. Ages 2–5 years.",131,Hape Fruity Numbers Peg Puzzle,1,10,955,116323,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,18,18,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-pound-tap-xylophone,review,200,yes,yes,/reviews/hape-pound-tap-xylophone,safenesttoys.com,yes,Hape Pound & Tap Bench with Xylophone — Safety 93/100,53,"Is Hape Pound & Tap Bench with Xylophone safe? We score it 93/100 on materials, choking risk, recalls, and certifications. Ages 1–3 years.",138,Hape Pound & Tap Bench with Xylophone,1,11,988,118680,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,33,33,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-rainbow-bead-abacus,review,200,yes,yes,/reviews/hape-rainbow-bead-abacus,safenesttoys.com,yes,Hape Rainbow Bead Abacus — Safety 92/100 | SafeNest Toys,56,"Is Hape Rainbow Bead Abacus safe? We score it 92/100 on materials, choking risk, recalls, and certifications. Ages 18 months–5 years.",133,Hape Rainbow Bead Abacus,1,10,962,116387,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,23,23,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-shape-sorter-xylophone,review,200,yes,yes,/reviews/hape-shape-sorter-xylophone,safenesttoys.com,yes,Hape Shape Sorter Xylophone and Piano — Safety 92/100,53,"Is Hape Shape Sorter Xylophone and Piano safe? We score it 92/100 on materials, choking risk, recalls, and certifications. Ages 1–3 years.",138,Hape Shape Sorter Xylophone and Piano,1,11,990,118720,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,27,27,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-string-along-shapes,review,200,yes,yes,/reviews/hape-string-along-shapes,safenesttoys.com,yes,Hape String-Along Shapes Stacking Game — Safety 89/100,54,"Is Hape String-Along Shapes Stacking Game safe? We score it 89/100 on materials, choking risk, recalls, and certifications. Ages 3–8 years.",139,Hape String-Along Shapes Stacking Game,1,11,991,118419,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,15,15,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-twist-and-turnables,review,200,yes,yes,/reviews/hape-twist-and-turnables,safenesttoys.com,yes,Hape Twist & Turnables Wooden Shape Blocks — Safety 91/100,58,"Is Hape Twist & Turnables Wooden Shape Blocks safe? We score it 91/100 on materials, choking risk, recalls, and certifications. Ages 2–6 years.",143,Hape Twist & Turnables Wooden Shape Blocks,1,11,981,118714,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,20,20,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/hape-walk-a-long-snail,review,200,yes,yes,/reviews/hape-walk-a-long-snail,safenesttoys.com,yes,Hape Walk-A-Long Snail — Safety 91/100 | SafeNest Toys,54,"Is Hape Walk-A-Long Snail safe? We score it 91/100 on materials, choking risk, recalls, and certifications. Ages 1–3 years.",123,Hape Walk-A-Long Snail,1,11,971,118073,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,26,26,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/infantino-flip-peek-fun-phone,review,200,yes,yes,/reviews/infantino-flip-peek-fun-phone,safenesttoys.com,yes,Infantino Flip & Peek Fun Phone — Safety 87/100,47,"Is Infantino Flip & Peek Fun Phone safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages 3 months–2 years.",139,Infantino Flip & Peek Fun Phone,1,11,963,118422,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,26,26,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/infantino-textured-ball-set,review,200,yes,yes,/reviews/infantino-textured-ball-set,safenesttoys.com,yes,Infantino Textured Multi Ball Set — Safety 88/100,49,"Is Infantino Textured Multi Ball Set safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages 6 months–2 years.",141,Infantino Textured Multi Ball Set,1,11,968,117409,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,23,23,26,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/janod-translucent-sensory-stacking-blocks,review,200,yes,yes,/reviews/janod-translucent-sensory-stacking-blocks,safenesttoys.com,yes,Janod Translucent Sensory Stacking Blocks — Safety 90/100,57,"Is Janod Translucent Sensory Stacking Blocks safe? We score it 90/100 on materials, choking risk, recalls, and certifications. Ages 1–4 years.",142,Janod Translucent Sensory Stacking Blocks,1,11,994,119151,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,25,25,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/kiwico-panda-crate,review,200,yes,yes,/reviews/kiwico-panda-crate,safenesttoys.com,yes,KiwiCo Panda Crate (0-24 months) — Safety 91/100,48,"Is KiwiCo Panda Crate (0-24 months) safe? We score it 91/100 on materials, choking risk, recalls, and certifications. Ages Birth–24 months.",139,KiwiCo Panda Crate (0-24 months),1,11,981,118515,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,26,26,27,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/lamaze-freddie-the-firefly,review,200,yes,yes,/reviews/lamaze-freddie-the-firefly,safenesttoys.com,yes,Lamaze Freddie the Firefly Clip-On Toy — Safety 87/100,54,"Is Lamaze Freddie the Firefly Clip-On Toy safe? We score it 87/100 on materials, choking risk, recalls, and certifications. Ages Birth–24 months.",145,Lamaze Freddie the Firefly Clip-On Toy,1,11,986,118312,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,25,25,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
/reviews/leapfrog-learning-friends-book,review,200,yes,yes,/reviews/leapfrog-learning-friends-book,safenesttoys.com,yes,LeapFrog Learning Friends 100 Words Book — Safety 88/100,56,"Is LeapFrog Learning Friends 100 Words Book safe? We score it 88/100 on materials, choking risk, recalls, and certifications. Ages 18 months–4 years.",149,LeapFrog Learning Friends 100 Words Book,1,11,961,118400,Brand|BreadcrumbList|ListItem|Organization|Product|Rating|Review,1,0,1,21,21,28,0,,0,,,commercial investigation,affiliate click,keep,"healthy, no ranking signal yet"
